"","item_id","pId","cId","sgId"
"1",51266517,4704,11,35
"2",51266518,4704,11,35
"3",50880931,11987,97,35
"4",51110029,4704,160,35
"5",51110032,4704,160,35
"6",51110061,5899,160,35
"7",50022217,58426,166,35
"8",50022384,4655,166,35
"9",50649716,134673,166,35
"10",51287047,5899,160,35
"11",51332166,5899,160,35
"12",51501341,4704,11,35
"13",51474059,206563,11,35
"14",51469542,5899,160,35
"15",51661709,4704,11,35
"16",51517589,254709,94,35
"17",51517590,351099,94,35
"18",51062616,134673,166,35
"19",51518797,124782,97,35
"20",51518798,124782,97,35
"21",51741052,4704,160,35
"22",51741062,5899,160,35
"23",51817987,61910,11,35
"24",51817989,61910,11,35
"25",51817990,61910,11,35
"26",51817992,206563,11,35
"27",51817993,206563,11,35
"28",51622536,166061,94,35
"29",51639699,370961,97,35
"30",51639700,370962,97,49
"31",51639701,370090,97,35
"32",51853909,5899,160,35
"33",52048399,359537,160,85
"34",52048400,5899,160,35
"35",51924023,261649,166,35
"36",51924386,355693,166,35
"37",51924384,187110,166,35
"38",52393492,11987,97,35
"39",52686676,4704,141,35
"40",52718516,4704,160,35
"41",52718517,4704,160,35
"42",52718518,5899,160,35
"43",52718519,111518,160,35
"44",52718520,4704,160,35
"45",52872176,5899,160,35
"46",52718584,5899,160,35
"47",52915118,219083,11,35
"48",52534976,11987,97,35
"49",52534977,11987,97,35
"50",52534978,11987,97,35
"51",52534979,11987,97,35
"52",52534980,11987,97,35
"53",52534981,7758,97,35
"54",52534982,7758,97,35
"55",52820977,4704,11,35
"56",52786796,4704,160,35
"57",52715171,4711,11,35
"58",52718637,5884,160,35
"59",52718638,136698,160,35
"60",51925264,169151,166,35
"61",51925268,58424,166,35
"62",51925269,58424,166,35
"63",52950953,7758,97,35
"64",52950954,7758,97,35
"65",52950955,7758,97,35
"66",52939759,4704,160,35
"67",52939760,111518,160,35
"68",52939761,5899,160,35
"69",52980340,7758,97,35
"70",52980341,7758,97,35
"71",52980342,7758,97,35
"72",53064112,5899,160,35
"73",53051328,219083,11,35
"74",53259878,5899,160,35
"75",53259879,5899,160,35
"76",53259880,111518,160,35
"77",52454953,4655,166,35
"78",52454954,134673,166,35
"79",53225254,4704,11,35
"80",53074278,7758,97,35
"81",53074279,7758,97,35
"82",53074280,11987,97,35
"83",53074291,7758,97,35
"84",53074293,32081,97,35
"85",53074294,32081,97,35
"86",53236315,111518,160,35
"87",52454904,134673,166,35
"88",53313877,111518,160,35
"89",53213186,5899,160,35
"90",53213187,5899,160,35
"91",54107377,257950,11,35
"92",54107378,257950,11,35
"93",54107379,245211,11,35
"94",54107380,245211,11,35
"95",51266426,4704,141,35
"96",51287014,4704,160,35
"97",51325402,245211,11,35
"98",51325403,245211,11,35
"99",51325404,258837,11,35
"100",51174296,4704,141,35
"101",51174297,4704,141,35
"102",51174302,4704,141,35
"103",51324759,4704,160,35
"104",51324760,5899,160,35
"105",51324763,4704,160,35
"106",51324764,4704,160,35
"107",51324753,5899,160,35
"108",51324754,5899,160,35
"109",51324755,4704,160,35
"110",51061716,221836,166,35
"111",51061713,169151,166,35
"112",51061917,359370,166,35
"113",51330768,358008,11,35
"114",51330769,258837,11,35
"115",51061864,187110,166,35
"116",51818189,4711,11,35
"117",51622681,254709,94,35
"118",51640200,124782,97,35
"119",51640744,7758,97,35
"120",51640745,7758,97,35
"121",51640746,7758,97,35
"122",51063166,355693,166,35
"123",51063167,134673,166,35
"124",51063168,231164,166,35
"125",51841595,4711,11,35
"126",51841596,4711,11,35
"127",51841597,261815,11,85
"128",51841598,261815,11,85
"129",51818553,345644,11,35
"130",51818554,206563,11,35
"131",51818555,206563,11,35
"132",51818556,206563,11,35
"133",51818557,4711,11,35
"134",51818558,4711,11,35
"135",51818552,345644,11,35
"136",51817830,372058,141,35
"137",52000753,4704,160,35
"138",52000754,349875,160,85
"139",52000755,5899,160,35
"140",52000756,5899,160,35
"141",51063313,258853,166,35
"142",52182006,111518,160,35
"143",52182007,7783,160,35
"144",52070402,357648,5,35
"145",52124178,4704,160,35
"146",52124181,111518,160,35
"147",52097677,219083,11,35
"148",52097678,219083,11,35
"149",52193881,4704,141,35
"150",52210894,357648,5,35
"151",52371099,7783,160,35
"152",51924178,134673,166,35
"153",51924079,134673,166,35
"154",51924081,169151,166,35
"155",51923879,134673,166,35
"156",51923880,169151,166,35
"157",52567002,111518,160,35
"158",51924767,187110,166,35
"159",51924666,187110,166,35
"160",52450679,111518,160,35
"161",52450680,7783,160,35
"162",52686657,4704,141,35
"163",52686658,4704,141,35
"164",52686659,4704,141,35
"165",52718504,4704,160,35
"166",52718503,4704,160,35
"167",52821006,219083,11,35
"168",52821007,219083,11,35
"169",52524493,255711,94,35
"170",52915156,372058,11,35
"171",52915155,219083,11,35
"172",52524602,255711,94,35
"173",52900618,4704,141,35
"174",52453995,134673,166,35
"175",52453996,347899,166,35
"176",52453997,4642,166,35
"177",52453998,4655,166,35
"178",52453993,187110,166,35
"179",52941202,61910,11,35
"180",52940556,4704,141,35
"181",52940557,4704,141,35
"182",52939746,5899,160,35
"183",52939747,4704,160,35
"184",52817151,255711,94,35
"185",52970332,111518,160,35
"186",52970333,7783,160,35
"187",52983803,111518,160,35
"188",52983804,7783,160,35
"189",52958643,4704,141,35
"190",52997861,61910,11,35
"191",52997862,61910,11,35
"192",52997232,4704,141,35
"193",52997234,355134,141,85
"194",52980354,7758,97,35
"195",53064115,111518,160,35
"196",53064116,4704,160,35
"197",53051295,219083,11,35
"198",53051429,4704,141,35
"199",53047406,111518,160,35
"200",53259845,7783,160,35
"201",53313875,5899,160,35
"202",53313876,5899,160,35
"203",53313817,7783,160,35
"204",53313819,105602,160,35
"205",53213151,111518,160,35
"206",52454830,187110,166,35
"207",52454782,169151,166,35
"208",53351485,4704,141,35
"209",53313940,4704,160,35
"210",53313941,5899,160,35
"211",53313933,111518,160,35
"212",53313935,5899,160,35
"213",53313937,5899,160,35
"214",53313938,4720,160,35
"215",53448626,347899,166,35
"216",53448722,347899,166,35
"217",53665322,114286,141,85
"218",53665323,114286,141,85
"219",53448917,347899,166,35
"220",53449414,347899,166,35
"221",53449318,347899,166,35
"222",51127877,146729,5,35
"223",52070611,138137,5,35
"224",52210324,60062,5,35
"225",52251570,374330,5,35
"226",52210342,357648,5,35
"227",52251573,374330,5,35
"228",52420074,355782,2,49
"229",52919553,60062,5,35
"230",52919556,375681,5,35
"231",52919559,375681,5,35
"232",52919562,5899,5,35
"233",53142948,153300,5,35
"234",53766732,379796,5,35
"235",53766735,379796,5,35
"236",51266508,258837,11,35
"237",51266509,345644,11,35
"238",51266510,345644,11,35
"239",51266511,257950,11,35
"240",51266512,257950,11,35
"241",50874701,365580,94,35
"242",50874702,8431,94,35
"243",50874703,8431,94,35
"244",51266388,4704,141,35
"245",50874488,8431,94,35
"246",50874489,8431,94,35
"247",51096303,152643,2,35
"248",51287046,5899,160,35
"249",50874595,365580,94,35
"250",50874596,8431,94,35
"251",50874597,8431,94,35
"252",50874545,365580,94,35
"253",50874546,365580,94,35
"254",50874547,351099,94,35
"255",51099084,367158,5,35
"256",50857117,365580,94,35
"257",50857118,367735,94,35
"258",50857119,367735,94,35
"259",51192262,365580,94,35
"260",51192263,367735,94,35
"261",51192264,367735,94,35
"262",51192265,198937,94,35
"263",51192049,365580,94,35
"264",51192050,367735,94,35
"265",51061783,4655,166,35
"266",51192209,365580,94,35
"267",51192210,367735,94,35
"268",51428369,258837,11,35
"269",51428370,345644,11,35
"270",51428371,345644,11,35
"271",51428372,345644,11,35
"272",51428373,257950,11,35
"273",51192315,365580,94,35
"274",51192316,367735,94,35
"275",51192317,367735,94,35
"276",51192318,198937,94,35
"277",51438590,4704,160,35
"278",51438591,4704,160,35
"279",51438599,5899,160,35
"280",51438600,364815,160,35
"281",51062037,134673,166,35
"282",51062025,231164,166,35
"283",51325549,257950,11,35
"284",51192102,8435,94,35
"285",51192103,365580,94,35
"286",51192104,367735,94,35
"287",51324903,4704,160,35
"288",51295912,355782,2,49
"289",51192368,365580,94,35
"290",51192369,367735,94,35
"291",51192370,367735,94,35
"292",51326363,365580,94,35
"293",51326364,369275,94,35
"294",51326365,369275,94,35
"295",51326149,365580,94,35
"296",51326150,367735,94,35
"297",51326151,367735,94,35
"298",51326310,365580,94,35
"299",51326311,367735,94,35
"300",51326312,367735,94,35
"301",51326416,365580,94,35
"302",51326257,365580,94,35
"303",51326258,367735,94,35
"304",51326259,367735,94,35
"305",51326228,8435,94,35
"306",51326204,365580,94,35
"307",51326205,367735,94,35
"308",51326206,367735,94,35
"309",51326207,198937,94,35
"310",51455224,355782,2,49
"311",51326469,365580,94,35
"312",51326470,369275,94,35
"313",51326471,369275,94,35
"314",51326472,198937,94,35
"315",51517562,369275,94,35
"316",51517563,369275,94,35
"317",51517348,365580,94,35
"318",51517349,369275,94,35
"319",51517350,369275,94,35
"320",51517508,365580,94,35
"321",51517509,369275,94,35
"322",51517510,369275,94,35
"323",51517455,365580,94,35
"324",51517456,369275,94,35
"325",51517457,369275,94,35
"326",51517402,365580,94,35
"327",51517403,369275,94,35
"328",51517404,369275,94,35
"329",51606026,4704,160,35
"330",51606027,357007,160,35
"331",51517668,369275,94,35
"332",51517669,369275,94,35
"333",51741090,5899,160,35
"334",51622516,365580,94,35
"335",51622517,369275,94,35
"336",51622518,369275,94,35
"337",51622519,198937,94,35
"338",51853910,5899,160,35
"339",51853911,349875,160,85
"340",51622567,8435,94,35
"341",51841601,4704,11,35
"342",51841602,345644,11,35
"343",51841603,345644,11,35
"344",51841604,345644,11,35
"345",51836455,124782,97,35
"346",52048370,4704,160,35
"347",51434312,258853,166,35
"348",51434313,347899,166,35
"349",52000703,5899,160,35
"350",51779744,8435,94,35
"351",51779745,8435,94,35
"352",51841479,261815,11,85
"353",52021658,5899,160,35
"354",51779601,8435,94,35
"355",52000741,111518,160,35
"356",51932569,368986,2,35
"357",51932565,348085,2,35
"358",51998321,166061,94,35
"359",52371103,136698,160,35
"360",51924182,58426,166,35
"361",52308899,257950,11,35
"362",52145793,8435,94,35
"363",52211974,259245,2,35
"364",52145867,8435,94,35
"365",52145868,8435,94,35
"366",52443977,345644,11,35
"367",52443978,345644,11,35
"368",52450623,5899,160,35
"369",52450624,349875,160,85
"370",52450629,5899,160,35
"371",52450630,5899,160,35
"372",52450631,4704,160,35
"373",52450621,4704,160,35
"374",51924481,355693,166,35
"375",51924483,134673,166,35
"376",52523349,198937,94,35
"377",52917892,355782,2,49
"378",52997795,345644,11,35
"379",52454301,357648,166,35
"380",52918358,348085,2,35
"381",53346182,4711,11,35
"382",53346193,345644,11,35
"383",53073262,166061,94,35
"384",53074509,7758,97,35
"385",53074510,7758,97,35
"386",53313861,111518,160,35
"387",53162318,219083,11,35
"388",53162319,219083,11,35
"389",53073025,4694,94,35
"390",53163139,46408,141,35
"391",53170878,7783,160,35
"392",53932274,376377,11,85
"393",53932275,376377,11,85
"394",54556872,345644,11,35
"395",51121603,358008,11,35
"396",50874496,198937,94,35
"397",50874497,8435,94,35
"398",51093542,70814,5,35
"399",51216316,5899,160,35
"400",51216317,5899,160,35
"401",51093297,70814,5,35
"402",51110204,4704,160,35
"403",51110206,5899,160,35
"404",51110208,359536,160,85
"405",51110210,349875,160,85
"406",51110212,5899,160,35
"407",51426600,349875,160,85
"408",51426601,363057,160,35
"409",51473979,345644,11,35
"410",51473980,345644,11,35
"411",51473981,358008,11,35
"412",51473982,358008,11,35
"413",51062126,4621,166,35
"414",51062127,58426,166,35
"415",51501339,206563,11,35
"416",51062250,355693,166,35
"417",51062251,261649,166,35
"418",51062252,134673,166,35
"419",51347855,62047,97,35
"420",51347856,62047,97,35
"421",51347857,7758,97,35
"422",51347858,7758,97,35
"423",51347859,7758,97,35
"424",51347860,7758,97,35
"425",51347861,7758,97,35
"426",51347862,11987,97,35
"427",51347863,11987,97,35
"428",51347864,11987,97,35
"429",51347865,11987,97,35
"430",51347866,11987,97,35
"431",51347867,11987,97,35
"432",51347868,11987,97,35
"433",51347869,11987,97,35
"434",51347870,7758,97,35
"435",51347871,7758,97,35
"436",51347872,7758,97,35
"437",51347873,7758,97,35
"438",51347874,7758,97,35
"439",51347875,358095,97,88
"440",51062442,231164,166,35
"441",51583391,70814,5,35
"442",51600770,257950,11,35
"443",51606030,5899,160,35
"444",51606031,364815,160,35
"445",51606032,359536,160,85
"446",51606033,349875,160,85
"447",51062852,4621,166,35
"448",51062853,58426,166,35
"449",51062854,347899,166,35
"450",51062855,4655,166,35
"451",51062856,355693,166,35
"452",51062857,134673,166,35
"453",51062858,231164,166,35
"454",51947998,70814,5,35
"455",51976691,259245,2,35
"456",51975990,70814,5,35
"457",51779941,8435,94,35
"458",52094500,4720,160,35
"459",52094501,169822,160,35
"460",52094497,4704,160,35
"461",52094498,4704,160,35
"462",52094499,111518,160,35
"463",51923609,187110,166,35
"464",51923610,231164,166,35
"465",51923611,261649,166,35
"466",51923612,134673,166,35
"467",52094532,4704,160,35
"468",52094533,4704,160,35
"469",52094534,5899,160,35
"470",52094535,349875,160,85
"471",52094536,359536,160,85
"472",52094537,4704,160,35
"473",52094538,4704,160,35
"474",52094539,349875,160,85
"475",52094540,5899,160,35
"476",52094541,5899,160,35
"477",52129138,61910,11,35
"478",52129139,219083,11,35
"479",52129140,219083,11,35
"480",51999960,11987,97,35
"481",51999961,11987,97,35
"482",51999962,11987,97,35
"483",51999963,11987,97,35
"484",51999964,11987,97,35
"485",51999965,11987,97,35
"486",51999966,11987,97,35
"487",51999967,7758,97,35
"488",51999968,7758,97,35
"489",51999969,7758,97,35
"490",51999970,7758,97,35
"491",51999971,7758,97,35
"492",51999972,358095,97,88
"493",52097703,257950,11,35
"494",52097704,257950,11,35
"495",52097705,61910,11,35
"496",52097706,61910,11,35
"497",52097707,219083,11,35
"498",52097708,219083,11,35
"499",52097709,206563,11,35
"500",52097710,206563,11,35
"501",51923455,221836,166,35
"502",51923456,154940,166,35
"503",51923457,357648,166,35
"504",52233904,4704,160,35
"505",52233905,5899,160,35
"506",52233906,349875,160,85
"507",52233907,359536,160,85
"508",52233908,4704,160,35
"509",52233909,4704,160,35
"510",52233910,349875,160,85
"511",52233911,5899,160,35
"512",52233925,4704,160,35
"513",51923694,169151,166,35
"514",51923698,187110,166,35
"515",51924221,231164,166,35
"516",51924223,261649,166,35
"517",51924225,134673,166,35
"518",52179116,346586,97,35
"519",52179117,8087,97,35
"520",52179118,8087,97,35
"521",52179119,8254,97,35
"522",52402969,5899,160,35
"523",52235317,61910,11,35
"524",52178692,125747,97,35
"525",52178693,346586,97,35
"526",52178694,8087,97,35
"527",52178695,8087,97,35
"528",52178696,8254,97,35
"529",51924012,154940,166,35
"530",51924014,357648,166,35
"531",52211323,367158,5,35
"532",52211329,345217,5,35
"533",52598311,5899,160,35
"534",52598312,359536,160,85
"535",52598313,349875,160,85
"536",52598314,5899,160,35
"537",52598315,5899,160,35
"538",52598316,4704,160,35
"539",52598317,111518,160,35
"540",52418368,345217,5,35
"541",52283768,198937,94,35
"542",52393297,8247,97,35
"543",52393298,372790,97,35
"544",52393300,11987,97,35
"545",52393301,11987,97,35
"546",52393302,11987,97,35
"547",52393303,11987,97,35
"548",52393304,11987,97,35
"549",52393305,254708,97,35
"550",52393306,254708,97,35
"551",52393307,254708,97,35
"552",52393308,32081,97,35
"553",52393309,32081,97,35
"554",52393310,32081,97,35
"555",52393311,32081,97,35
"556",52393312,32081,97,35
"557",52393313,159966,97,35
"558",52393314,16611,97,35
"559",52393315,16611,97,35
"560",51924710,187110,166,35
"561",51924712,231164,166,35
"562",51924714,261649,166,35
"563",51924716,134673,166,35
"564",52418476,70814,5,35
"565",52394132,8247,97,35
"566",52006636,61910,11,35
"567",52006637,61910,11,35
"568",52006638,61910,11,35
"569",52531140,8087,97,35
"570",52786786,359536,160,85
"571",52786789,349875,160,85
"572",52786791,5899,160,35
"573",52715191,345644,11,35
"574",52715192,345644,11,35
"575",52715193,345644,11,35
"576",52715194,257950,11,35
"577",52715195,257950,11,35
"578",52715196,257950,11,35
"579",52715197,61910,11,35
"580",52715198,61910,11,35
"581",52718647,5899,160,35
"582",52718648,349875,160,85
"583",51925305,231164,166,35
"584",51925309,134673,166,35
"585",52919592,70814,5,35
"586",52983775,4704,160,35
"587",52983776,4720,160,35
"588",52939741,359536,160,85
"589",52939742,4704,160,35
"590",52939743,4704,160,35
"591",52919428,70814,5,35
"592",52970353,4720,160,35
"593",52970354,4704,160,35
"594",52970355,111518,160,35
"595",52970359,4704,160,35
"596",52970360,5899,160,35
"597",52970361,359536,160,85
"598",52970362,349875,160,85
"599",52454192,4655,166,35
"600",52454286,169151,166,35
"601",52454287,58426,166,35
"602",52941140,61910,11,35
"603",52941143,219083,11,35
"604",52919778,4628,5,35
"605",52951153,372790,97,35
"606",52951154,11987,97,35
"607",52951155,11987,97,35
"608",53111343,61910,11,35
"609",53111345,219083,11,35
"610",53111347,219083,11,35
"611",53111349,219083,11,35
"612",53111351,4704,11,35
"613",52454555,4655,166,35
"614",52454556,134673,166,35
"615",53029712,70814,5,35
"616",52454640,4655,166,35
"617",52454437,258853,166,35
"618",52454440,4655,166,35
"619",52454445,370703,166,35
"620",52454435,58426,166,35
"621",52454436,134673,166,35
"622",53162265,345644,11,35
"623",53162266,257950,11,35
"624",53163073,4704,141,35
"625",53161384,4704,160,35
"626",53161385,4704,160,35
"627",53161386,349875,160,85
"628",53142873,70814,5,35
"629",53236302,188892,160,49
"630",53236303,4704,160,35
"631",53236304,4704,160,35
"632",53236305,111518,160,35
"633",53236307,349875,160,85
"634",53236308,4704,160,35
"635",53236309,4704,160,35
"636",53236310,5899,160,35
"637",53346200,61910,11,35
"638",53346201,219083,11,35
"639",53346202,219083,11,35
"640",53162347,61910,11,35
"641",53162348,61910,11,35
"642",53162349,219083,11,35
"643",53162350,219083,11,35
"644",53162351,219083,11,35
"645",53074035,11987,97,35
"646",53074036,11987,97,35
"647",53074037,11987,97,35
"648",53665609,345644,11,35
"649",53638220,70814,5,35
"650",53738306,373558,141,35
"651",53738307,373558,141,35
"652",53738311,364384,141,85
"653",53448599,146729,166,35
"654",53793604,359536,160,85
"655",53766873,70814,5,35
"656",53707231,159966,97,35
"657",53707232,8243,97,35
"658",53707235,346586,97,35
"659",53766666,70814,5,35
"660",53920733,70814,5,35
"661",53920306,345231,5,35
"662",53449230,4655,166,35
"663",53449231,146729,166,35
"664",53449232,231164,166,35
"665",53920628,70814,5,35
"666",53449483,146729,166,35
"667",53920529,70814,5,35
"668",53449291,146729,166,35
"669",53449517,4655,166,35
"670",53449518,146729,166,35
"671",53449519,231164,166,35
"672",53449806,4655,166,35
"673",53449678,146729,166,35
"674",51453657,70814,5,35
"675",51453252,70814,5,35
"676",51969298,70814,5,35
"677",51806215,70814,5,35
"678",52210954,70814,5,35
"679",52210756,70814,5,35
"680",52211154,70814,5,35
"681",52210609,70814,5,35
"682",52418977,70814,5,35
"683",52418577,70814,5,35
"684",52683282,70814,5,35
"685",52919694,70814,5,35
"686",52919137,70814,5,35
"687",53029613,70814,5,35
"688",53029511,70814,5,35
"689",53029409,70814,5,35
"690",53029304,70814,5,35
"691",53142975,70814,5,35
"692",53143077,70814,5,35
"693",53142771,70814,5,35
"694",53142595,70814,5,35
"695",53638431,70814,5,35
"696",53637937,70814,5,35
"697",53920835,70814,5,35
"698",54177316,70814,5,35
"699",54177220,70814,5,35
"700",54177412,70814,5,35
"701",54177084,70814,5,35
"702",51093718,70814,5,35
"703",51325439,364736,11,35
"704",51190002,364736,11,35
"705",51190003,364735,11,35
"706",51325499,4704,11,35
"707",51409080,206563,11,35
"708",51428391,364736,11,35
"709",51428392,364735,11,35
"710",51474070,364736,11,35
"711",51474071,364735,11,35
"712",51817940,364736,11,35
"713",51817941,364735,11,35
"714",51661718,364735,11,35
"715",51600786,364736,11,35
"716",51600787,364735,11,35
"717",51600788,66624,11,35
"718",51661776,364736,11,35
"719",51661777,364735,11,35
"720",51661778,66624,11,35
"721",51818008,364736,11,35
"722",51817622,66624,141,35
"723",51817623,66624,141,35
"724",51817624,116495,141,35
"725",51817625,116495,141,35
"726",52097596,364736,11,35
"727",52097597,364735,11,35
"728",51841623,364736,11,35
"729",52050828,364736,11,35
"730",52050829,364735,11,35
"731",52129281,364736,11,35
"732",52129282,364735,11,35
"733",52193977,364736,11,35
"734",52365343,364736,11,35
"735",52365345,364735,11,35
"736",52686692,66624,141,35
"737",52686693,66624,141,35
"738",52686694,116495,141,35
"739",52715275,364736,11,35
"740",52915104,219083,11,35
"741",52915105,219083,11,35
"742",52959118,4704,11,35
"743",53682135,364735,11,35
"744",53448650,247510,166,35
"745",54556970,364735,11,35
"746",50874492,351099,94,35
"747",50874493,351099,94,35
"748",50022215,359370,166,35
"749",51096307,259245,2,35
"750",50874644,198937,94,35
"751",50022359,221836,166,35
"752",50022488,4655,166,35
"753",51061989,221836,166,35
"754",51192365,254709,94,35
"755",51193292,8087,97,35
"756",51062067,58426,166,35
"757",51062068,359370,166,35
"758",51062356,134673,166,35
"759",51062303,261649,166,35
"760",51062238,58426,166,35
"761",51062239,347899,166,35
"762",51517558,254709,94,35
"763",51062484,347899,166,35
"764",51062485,134673,166,35
"765",51062771,261649,166,35
"766",51062563,261649,166,35
"767",51063183,134673,166,35
"768",51779547,198937,94,35
"769",51063210,347899,166,35
"770",52145439,198937,94,35
"771",52145873,255711,94,35
"772",52145874,255711,94,35
"773",52145875,198937,94,35
"774",52283759,198937,94,35
"775",51924475,169151,166,35
"776",51924479,187110,166,35
"777",52284106,254709,94,35
"778",52284107,254709,94,35
"779",52284108,198937,94,35
"780",51925070,4620,166,35
"781",52523174,254709,94,35
"782",52523175,198937,94,35
"783",51925166,4620,166,35
"784",52915120,4704,11,35
"785",52900580,217079,141,85
"786",52900581,217079,141,85
"787",52900643,217079,141,85
"788",52900644,217079,141,85
"789",52997113,114286,141,85
"790",52941176,4711,11,35
"791",52900672,4704,141,35
"792",52940543,4704,141,35
"793",52958612,4704,141,35
"794",52958613,114286,141,85
"795",52958675,114286,141,85
"796",53682004,364384,141,85
"797",53564516,254709,94,35
"798",53564517,254709,94,35
"799",53680643,254709,94,35
"800",53680644,254709,94,35
"801",53842530,254709,94,35
"802",54668350,364384,141,85
"803",54668351,364384,141,85
"804",51093817,70814,5,35
"805",51453456,70814,5,35
"806",51661309,356951,141,35
"807",51583020,70814,5,35
"808",51600396,4704,141,35
"809",51062546,221836,166,35
"810",51062547,359370,166,35
"811",51622625,8435,94,35
"812",51622626,8435,94,35
"813",51622624,8435,94,35
"814",51947818,70814,5,35
"815",52021729,5899,160,35
"816",52097337,364384,141,85
"817",52070432,70814,5,35
"818",52235221,364383,141,85
"819",51924729,191086,166,35
"820",52718524,5899,160,35
"821",52718525,5899,160,35
"822",51925108,355693,166,35
"823",52454936,355691,166,35
"824",53932280,257950,11,35
"825",53932281,257950,11,35
"826",53449485,247510,166,35
"827",53449486,67218,166,35
"828",53449487,67218,166,35
"829",51110023,5899,160,35
"830",51266434,4704,141,35
"831",50022260,347899,166,35
"832",51428465,4711,141,35
"833",51061769,359370,166,35
"834",51061770,349823,166,35
"835",51409066,257950,11,35
"836",51291363,367158,5,35
"837",51526545,4711,141,35
"838",51062338,221836,166,35
"839",51062339,359370,166,35
"840",51062340,355691,166,35
"841",51502192,257950,11,35
"842",51502193,257950,11,35
"843",51326309,8435,94,35
"844",51502134,356951,141,35
"845",51502135,4711,141,35
"846",51176309,4704,141,35
"847",51176296,4711,141,35
"848",51062390,221836,166,35
"849",51062391,359370,166,35
"850",51062392,355691,166,35
"851",51501446,356951,141,35
"852",51501447,4711,141,35
"853",51474054,257950,11,35
"854",51474055,61910,11,35
"855",51469535,5899,160,35
"856",51062439,4655,166,35
"857",51062440,355693,166,35
"858",51582912,345217,5,35
"859",51062489,58426,166,35
"860",51062490,347899,166,35
"861",51661618,257950,11,35
"862",51661369,4704,141,35
"863",51661370,4704,141,35
"864",51661364,356951,141,35
"865",51661365,4711,141,35
"866",51062650,221836,166,35
"867",51062651,359370,166,35
"868",51661302,4704,141,35
"869",51661303,4704,141,35
"870",51661319,356951,141,35
"871",51661320,4704,141,35
"872",51661321,4704,141,35
"873",51661295,4711,141,35
"874",51062598,221836,166,35
"875",51600391,4711,141,35
"876",51600392,4711,141,35
"877",51063057,58426,166,35
"878",51063058,347899,166,35
"879",51063059,4655,166,35
"880",51966283,4704,160,35
"881",51063110,58426,166,35
"882",51063111,347899,166,35
"883",51063112,4655,166,35
"884",51622622,8435,94,35
"885",51622623,8435,94,35
"886",51622569,8435,94,35
"887",51806856,4628,5,35
"888",52048365,4704,160,35
"889",52048362,4720,160,35
"890",51434303,4621,166,35
"891",51434304,58426,166,35
"892",51434305,347899,166,35
"893",51434306,4655,166,35
"894",51434299,134673,166,35
"895",51434300,231164,166,35
"896",51975891,367158,5,35
"897",51975894,345217,5,35
"898",52021741,5899,160,35
"899",52021745,5899,160,35
"900",52067953,4720,160,35
"901",51434357,58426,166,35
"902",51434358,347899,166,35
"903",52021661,4720,160,35
"904",52000747,4704,160,35
"905",52000748,4704,160,35
"906",52000743,5899,160,35
"907",52000744,4704,160,35
"908",52000745,4720,160,35
"909",52000746,364815,160,35
"910",51948082,367158,5,35
"911",52129243,372058,11,35
"912",51998442,255711,94,35
"913",51998443,8435,94,35
"914",51998444,8435,94,35
"915",51923594,258853,166,35
"916",51923595,355691,166,35
"917",51923593,134673,166,35
"918",52094551,5899,160,35
"919",52094552,5899,160,35
"920",52094553,4704,160,35
"921",52190554,257950,11,35
"922",52190529,4711,11,35
"923",52190530,4711,11,35
"924",52190531,4711,11,35
"925",51998520,8435,94,35
"926",51998521,8435,94,35
"927",52190619,356951,141,35
"928",52196495,4704,160,35
"929",52196496,5899,160,35
"930",51923643,258853,166,35
"931",51923644,355691,166,35
"932",51923653,221836,166,35
"933",51923658,187110,166,35
"934",51923641,58426,166,35
"935",51923642,134673,166,35
"936",51923664,355691,166,35
"937",51923665,345223,166,35
"938",51924088,258853,166,35
"939",51924082,58426,166,35
"940",51924084,58424,166,35
"941",51924086,58424,166,35
"942",52145813,166061,94,35
"943",51924311,221836,166,35
"944",51924285,58424,166,35
"945",51924287,58424,166,35
"946",51923988,258853,166,35
"947",51923986,58424,166,35
"948",52598294,5899,160,35
"949",51924874,58426,166,35
"950",51924876,58424,166,35
"951",51924878,58424,166,35
"952",51924779,258853,166,35
"953",51924775,58424,166,35
"954",51924777,58424,166,35
"955",52598358,5899,160,35
"956",52598359,4720,160,35
"957",51924974,169151,166,35
"958",51924976,58426,166,35
"959",51924978,58424,166,35
"960",51924678,258853,166,35
"961",51924672,58426,166,35
"962",51924674,58424,166,35
"963",51924676,58424,166,35
"964",51924576,258853,166,35
"965",51924570,58426,166,35
"966",51924572,58424,166,35
"967",51924574,58424,166,35
"968",52419071,367158,5,35
"969",52419074,345217,5,35
"970",52284134,8435,94,35
"971",52284136,8435,94,35
"972",52006634,257950,11,35
"973",52006635,257950,11,35
"974",52786785,5899,160,35
"975",51925367,58426,166,35
"976",51925369,58424,166,35
"977",51925371,58424,166,35
"978",51925266,58426,166,35
"979",52690680,4628,5,35
"980",52690683,367158,5,35
"981",52454187,58426,166,35
"982",52454188,134673,166,35
"983",52454289,258853,166,35
"984",52454288,134673,166,35
"985",52454087,58426,166,35
"986",52919781,367158,5,35
"987",52919784,345217,5,35
"988",52454585,58426,166,35
"989",52454586,134673,166,35
"990",52454637,258853,166,35
"991",52454635,58426,166,35
"992",52454636,134673,166,35
"993",52454933,58426,166,35
"994",52454934,134673,166,35
"995",52454885,258853,166,35
"996",52454883,58426,166,35
"997",52454884,134673,166,35
"998",53346196,257950,11,35
