"","item_id","pId","cId","sgId"
"30654",52179059,7758,97,35
"30655",52179060,32081,97,35
"30656",52179061,32081,97,35
"30657",52179062,32081,97,35
"30658",51324874,5899,160,35
"30659",51909670,4720,160,35
"30660",52048383,4704,160,35
"30661",52048385,4704,160,35
"30662",51947785,60062,5,35
"30663",53163058,4704,141,35
"30664",51324126,206327,88,85
"30665",51324128,206327,88,85
"30666",51324130,232969,88,35
"30667",51110076,349875,160,85
"30668",51110080,4704,160,35
"30669",51189845,205154,88,85
"30670",51189851,146729,88,35
"30671",51324098,205154,88,85
"30672",51324100,221638,88,85
"30673",51324104,146729,88,35
"30674",51324120,232969,88,35
"30675",51324122,232969,88,35
"30676",51324124,190608,88,35
"30677",51324108,4704,88,35
"30678",51324110,205154,88,85
"30679",51324112,166566,88,85
"30680",51324114,221638,88,85
"30681",51324116,206327,88,85
"30682",51324118,33906,88,35
"30683",51324184,5899,88,35
"30684",51324186,205154,88,85
"30685",51324190,181210,88,85
"30686",51324192,146729,88,35
"30687",51324194,146729,88,35
"30688",51346374,5899,88,35
"30689",51324324,166566,88,85
"30690",51324326,5899,88,35
"30691",51550955,146729,88,35
"30692",51473532,5899,88,35
"30693",51473534,5899,88,35
"30694",51473536,205154,88,85
"30695",51473538,343473,88,85
"30696",51501212,146729,88,35
"30697",51501200,5899,88,35
"30698",51501202,228762,88,85
"30699",51501204,4704,88,35
"30700",51501206,150268,88,85
"30701",51501208,205154,88,85
"30702",51501210,146729,88,35
"30703",51501228,227729,131,35
"30704",51603954,227729,88,35
"30705",51645363,181210,88,85
"30706",52161909,5899,88,35
"30707",52098386,4704,88,35
"30708",52098394,5899,88,35
"30709",52098396,5899,88,35
"30710",52383187,5899,131,35
"30711",52412450,5899,131,35
"30712",52301043,5899,88,35
"30713",52301047,5899,88,35
"30714",52450795,205154,88,85
"30715",52579115,181210,88,85
"30716",52579057,146729,88,35
"30717",52864449,146729,88,35
"30718",52864456,5899,88,35
"30719",52864459,5899,88,35
"30720",52864463,4714,88,35
"30721",52721712,146729,88,35
"30722",52795443,232969,131,35
"30723",52795447,232969,131,35
"30724",52903349,5899,88,35
"30725",52903359,4704,88,35
"30726",52795437,206327,131,85
"30727",52795423,205154,131,85
"30728",52795433,7766,131,35
"30729",52944051,205154,88,85
"30730",52944234,166566,88,85
"30731",52944236,205154,88,85
"30732",52944238,146729,88,35
"30733",52944152,146729,131,35
"30734",52955339,146729,88,35
"30735",52955279,5899,88,35
"30736",52955281,5899,88,35
"30737",52955287,181210,88,85
"30738",52955297,227729,88,35
"30739",52944346,181210,88,85
"30740",53102220,4704,88,35
"30741",53102222,5899,88,35
"30742",53102224,5899,88,35
"30743",53102226,5899,88,35
"30744",53083111,232969,88,35
"30745",53083090,206327,88,85
"30746",53083094,232969,88,35
"30747",53083098,232969,88,35
"30748",53083102,206327,88,85
"30749",53083105,232969,88,35
"30750",53102220,4704,131,35
"30751",53050741,150268,88,85
"30752",53050743,146729,88,35
"30753",53083034,181210,88,85
"30754",53083042,5899,88,35
"30755",53083050,146729,88,35
"30756",53083078,7766,88,35
"30757",53083081,7766,88,35
"30758",53083086,206327,88,85
"30759",53083053,4704,88,35
"30760",53083057,4704,88,35
"30761",53083062,205154,88,85
"30762",53083066,343473,88,85
"30763",53083069,7766,88,35
"30764",53083074,232969,88,35
"30765",53196468,181210,88,85
"30766",53196470,166566,88,85
"30767",53258371,206327,88,85
"30768",54026651,349875,88,85
"30769",53979622,349875,88,85
"30770",51266275,205154,88,85
"30771",51266277,5899,88,35
"30772",51266279,5899,88,35
"30773",51266307,205154,88,85
"30774",51266309,221638,88,85
"30775",51266311,5899,88,35
"30776",51266247,227729,88,35
"30777",51122455,4704,88,35
"30778",51217298,205154,88,85
"30779",51217300,5899,88,35
"30780",51217302,5899,88,35
"30781",51217306,166566,88,85
"30782",51217310,343473,88,85
"30783",51217314,5899,88,35
"30784",51217319,7766,88,35
"30785",51217270,227729,88,35
"30786",51266355,190608,88,35
"30787",51189819,205154,88,85
"30788",51189849,5899,88,35
"30789",51189791,227729,88,35
"30790",51122577,5899,88,35
"30791",51122579,5899,88,35
"30792",51122599,205154,88,85
"30793",51122547,227729,88,35
"30794",51122549,5899,88,35
"30795",51324074,4714,88,35
"30796",51324076,4714,88,35
"30797",51324078,166566,88,85
"30798",51324044,227729,88,35
"30799",51324046,5899,88,35
"30800",51429284,5899,88,35
"30801",51429318,4704,88,35
"30802",51407701,5899,88,35
"30803",51407703,5899,88,35
"30804",51407705,5899,88,35
"30805",51407673,146729,88,35
"30806",51407735,4704,88,35
"30807",51447692,146729,88,35
"30808",51346316,146729,88,35
"30809",51324268,146729,88,35
"30810",51580230,146729,88,35
"30811",51580232,5899,88,35
"30812",51473612,146729,88,35
"30813",50847872,146729,88,35
"30814",50847936,5899,88,35
"30815",51708626,146729,88,35
"30816",51795039,205154,131,85
"30817",51795043,166566,131,85
"30818",51645367,5899,88,35
"30819",51604187,4704,131,35
"30820",51843327,146729,88,35
"30821",51843329,5899,88,35
"30822",51843469,150268,88,85
"30823",51843471,146729,88,35
"30824",51907459,5899,88,35
"30825",51907455,369719,88,35
"30826",51907457,146729,88,35
"30827",51843559,146729,131,35
"30828",51843555,5899,131,35
"30829",52098163,205154,88,85
"30830",52098165,343473,88,85
"30831",52161878,146729,88,35
"30832",52126811,146729,88,35
"30833",52098364,146729,88,35
"30834",52249234,5899,88,35
"30835",52383153,146729,88,35
"30836",52249372,5899,88,35
"30837",52412418,5899,88,35
"30838",52412386,146729,88,35
"30839",52412420,5899,131,35
"30840",52301015,146729,88,35
"30841",52249454,146729,88,35
"30842",52249504,5899,131,35
"30843",52450741,146729,88,35
"30844",52450743,5899,88,35
"30845",52662895,146729,88,35
"30846",52721534,146729,88,35
"30847",52834445,5899,88,35
"30848",52834477,5899,88,35
"30849",52834413,146729,131,35
"30850",52903335,5899,88,35
"30851",52903355,205154,88,85
"30852",52903357,181210,88,85
"30853",52795349,146729,88,35
"30854",52795407,205154,131,85
"30855",52795413,5899,131,35
"30856",52721780,4704,88,35
"30857",52721782,5899,88,35
"30858",52721784,5899,88,35
"30859",52721806,205154,88,85
"30860",52721808,181210,88,85
"30861",52721810,4704,88,35
"30862",52721752,146729,88,35
"30863",52989162,146729,88,35
"30864",52955369,5899,88,35
"30865",52955259,5899,88,35
"30866",52955265,369719,88,35
"30867",52944320,5899,88,35
"30868",52944322,5899,88,35
"30869",53050623,146729,88,35
"30870",53050625,7766,88,35
"30871",53050637,5899,88,35
"30872",53082991,5899,88,35
"30873",53082915,146729,88,35
"30874",53124690,146729,88,35
"30875",53066410,5899,88,35
"30876",53066364,146729,88,35
"30877",53066366,5899,88,35
"30878",53050817,146729,88,35
"30879",53235448,146729,88,35
"30880",53166099,146729,131,35
"30881",53166103,5899,131,35
"30882",53166095,227729,131,35
"30883",53196414,5899,131,35
"30884",53196420,4704,131,35
"30885",53258273,146729,88,35
"30886",53166213,4704,88,35
"30887",53166185,146729,88,35
"30888",53166245,166566,131,85
"30889",53852434,349875,88,85
"30890",53852444,377236,88,35
"30891",53936953,377236,131,35
"30892",54026817,349875,88,85
"30893",54516545,150268,88,85
"30894",51826527,11987,97,35
"30895",51826528,11987,97,35
"30896",51826532,254708,97,35
"30897",51826534,38921,97,35
"30898",51826535,16611,97,35
"30899",51826536,16611,97,35
"30900",51826537,124782,97,35
"30901",52211728,159966,2,35
"30902",52338682,5899,160,35
"30903",52685502,159966,2,35
"30904",52685504,159966,2,35
"30905",53029373,375681,5,35
"30906",53166751,369867,5,35
"30907",53143982,159966,2,35
"30908",53144300,370761,2,35
"30909",53144302,370761,2,35
"30910",51266259,205154,88,85
"30911",51254377,159966,116,35
"30912",51254361,202855,116,85
"30913",51254369,363949,116,49
"30914",50350961,261730,39,35
"30915",50350966,182909,39,35
"30916",50350968,182909,39,35
"30917",50350951,4621,39,35
"30918",50350955,204405,39,35
"30919",50350957,187110,39,35
"30920",51188529,8245,115,35
"30921",50487334,231134,121,35
"30922",50948019,13589,70,35
"30923",50948021,227721,70,35
"30924",50948022,134676,70,35
"30925",51429084,14802,150,35
"30926",51192746,254708,97,35
"30927",51535140,202855,115,85
"30928",51535142,202855,115,85
"30929",51551422,160260,133,35
"30930",51551424,14802,133,35
"30931",51551426,14802,133,35
"30932",51551420,192066,133,35
"30933",51417430,13589,70,35
"30934",51497595,85576,70,35
"30935",51497596,85576,70,35
"30936",51033552,4655,121,35
"30937",51033544,169151,121,35
"30938",51033548,17897,121,35
"30939",51746097,14802,150,35
"30940",51746083,14802,150,35
"30941",51746093,192066,150,35
"30942",51647380,14802,150,35
"30943",51647388,248444,150,35
"30944",51647366,11987,150,35
"30945",51647374,192066,150,35
"30946",51848850,160260,133,35
"30947",51848852,14802,133,35
"30948",52188346,160260,133,35
"30949",52188348,14802,133,35
"30950",52188350,14802,133,35
"30951",52188352,356714,133,35
"30952",52202380,111507,133,35
"30953",52202382,111507,133,35
"30954",52202384,111507,133,35
"30955",52188362,32515,133,35
"30956",52188364,353032,133,35
"30957",52188366,124976,133,35
"30958",52202386,111507,133,35
"30959",52188342,347801,133,35
"30960",52188344,192066,133,35
"30961",52123027,5950,115,35
"30962",52123040,159966,116,35
"30963",52123046,363949,116,49
"30964",52123029,202855,116,85
"30965",52123035,372580,116,35
"30966",51903310,356157,70,35
"30967",52384955,14802,150,35
"30968",52384937,356714,150,35
"30969",52384943,111507,150,35
"30970",52384949,192066,150,35
"30971",52305587,111507,150,35
"30972",52305593,192066,150,35
"30973",52664451,356714,150,35
"30974",52664459,111507,150,35
"30975",52664475,111520,150,35
"30976",52537233,206563,11,35
"30977",52537235,4711,11,35
"30978",52542881,373248,133,35
"30979",52542883,14802,133,35
"30980",52542907,11987,150,35
"30981",52712261,5950,115,35
"30982",52712263,375798,115,35
"30983",52712265,375798,115,35
"30984",52712267,202855,115,85
"30985",52712269,202855,115,85
"30986",52872676,160260,133,35
"30987",52872672,347801,133,35
"30988",52872674,192066,133,35
"30989",52872680,14802,150,35
"30990",52872156,4720,160,35
"30991",52941993,159966,116,35
"30992",52941997,372580,116,35
"30993",52941983,202855,116,85
"30994",52941989,372580,116,35
"30995",52945423,192066,133,35
"30996",52945425,160260,133,35
"30997",52945427,14802,133,35
"30998",52945429,14802,133,35
"30999",52945431,356714,133,35
"31000",52945433,111507,133,35
"31001",52945435,111507,133,35
"31002",52945437,111507,133,35
"31003",52945439,111507,133,35
"31004",52945441,111507,133,35
"31005",52945443,32515,133,35
"31006",52945445,353032,133,35
"31007",52945421,347801,133,35
"31008",52674401,4642,40,35
"31009",53066581,14802,150,35
"31010",53258531,14802,150,35
"31011",53191422,8245,116,35
"31012",53196599,111507,133,35
"31013",53196601,111507,133,35
"31014",53196604,111507,133,35
"31015",53196607,111507,133,35
"31016",53196609,32515,133,35
"31017",53196611,353032,133,35
"31018",53196613,124976,133,35
"31019",53682388,192066,133,35
"31020",53682390,160260,133,35
"31021",53682406,32515,133,35
"31022",51429086,360479,133,35
"31023",51429088,11987,133,35
"31024",51429090,11987,133,35
"31025",51429092,11987,133,35
"31026",51429094,32515,133,35
"31027",51429096,353032,133,35
"31028",51429098,124976,133,35
"31029",52384965,11987,150,35
"31030",51817428,4704,141,35
"31031",51909589,4704,160,35
"31032",52233993,4704,160,35
"31033",52537497,219083,11,35
"31034",53067380,364384,141,85
"31035",53161402,111518,160,35
"31036",51266315,4704,88,35
"31037",51288578,5899,88,35
"31038",51288582,166566,88,85
"31039",50350993,4621,39,35
"31040",50350997,360304,39,35
"31041",51122551,5899,88,35
"31042",51260446,4621,39,35
"31043",51429302,5899,88,35
"31044",51429304,5899,88,35
"31045",51249078,347266,127,35
"31046",51447736,227729,88,35
"31047",51346320,5899,88,35
"31048",51473296,5899,88,35
"31049",51260920,250570,41,35
"31050",51500599,202855,115,85
"31051",51603902,4704,88,35
"31052",51603922,4714,131,35
"31053",51603926,227729,131,35
"31054",51604061,146729,88,35
"31055",51288964,4655,40,35
"31056",51288966,4655,40,35
"31057",51288968,231134,40,35
"31058",51843359,5899,88,35
"31059",51843361,227729,88,35
"31060",51843363,4704,131,35
"31061",51933720,131890,40,35
"31062",51920125,369719,88,35
"31063",51920125,369719,131,35
"31064",50965873,370687,40,35
"31065",50965875,370693,40,35
"31066",50965729,370702,40,35
"31067",52004047,227729,88,35
"31068",52004049,215753,88,35
"31069",51976264,232969,88,35
"31070",51966195,146484,115,85
"31071",52014798,5899,88,35
"31072",52014840,5899,88,35
"31073",51985278,5899,88,35
"31074",51985280,5899,88,35
"31075",51985282,5899,88,35
"31076",51985288,215753,131,35
"31077",51570016,187110,41,35
"31078",52064760,205154,131,85
"31079",51934146,131890,40,35
"31080",51934148,131890,40,35
"31081",51934150,169151,40,35
"31082",51934152,169151,40,35
"31083",52161901,4704,88,35
"31084",52161915,227729,131,35
"31085",52249354,5899,88,35
"31086",52249508,5899,88,35
"31087",52579087,5899,88,35
"31088",52579091,5899,88,35
"31089",52864520,369719,88,35
"31090",51846432,258661,121,35
"31091",51846438,4655,121,35
"31092",52721680,150268,131,85
"31093",52721786,5899,88,35
"31094",52944029,5899,88,35
"31095",52944031,5899,88,35
"31096",52944033,369719,131,35
"31097",52944324,369719,88,35
"31098",52944326,227729,88,35
"31099",52674199,4642,40,35
"31100",52674407,4655,40,35
"31101",52674409,169151,40,35
"31102",53066396,5899,88,35
"31103",52975246,204405,39,35
"31104",53166105,5899,88,35
"31105",52675198,58424,40,35
"31106",53196442,5899,88,35
"31107",53196444,5899,88,35
"31108",53258325,5899,88,35
"31109",53196328,5899,88,35
"31110",53196330,5899,88,35
"31111",53196332,5899,88,35
"31112",53481113,358447,41,35
"31113",53449372,4621,166,35
"31114",53449467,40986,166,35
"31115",51192261,8435,94,35
"31116",51806841,369867,5,35
"31117",52820640,344805,141,85
"31118",53564352,248509,94,35
"31119",53680927,248509,94,35
"31120",54009912,355134,141,85
"31121",52050803,261815,11,85
"31122",53351499,373558,141,35
"31123",53501203,364384,141,85
"31124",53448687,258853,166,35
"31125",53448692,258853,166,35
"31126",53448639,258853,166,35
"31127",53680826,8435,94,35
"31128",53680827,8435,94,35
"31129",52454348,343858,166,35
"31130",53448977,379078,166,35
"31131",51700891,111518,160,35
"31132",53076868,4704,160,35
"31133",53163159,4704,141,35
"31134",51266399,217079,141,85
"31135",51254498,4704,160,35
"31136",51254499,221638,160,85
"31137",50022396,355690,166,35
"31138",51190094,4704,141,35
"31139",51121862,355134,141,85
"31140",51526569,355134,141,85
"31141",51909557,188892,160,49
"31142",51853995,202913,160,85
"31143",51853996,202911,160,49
"31144",52129408,355134,141,85
"31145",52154672,202913,160,85
"31146",52196502,202913,160,85
"31147",52235214,355134,141,85
"31148",52235096,373558,141,35
"31149",52235113,217079,141,85
"31150",52443731,4704,141,35
"31151",52443732,4704,141,35
"31152",52535714,217079,141,85
"31153",53051452,4704,141,35
"31154",53225198,4704,141,35
"31155",53225290,196115,141,85
"31156",53225291,196115,141,85
"31157",53351411,178691,141,35
"31158",53351513,114286,141,85
"31159",52172878,111520,150,35
"31160",52172882,160260,150,35
"31161",52202261,160260,133,35
"31162",52202264,192066,133,35
"31163",52202266,136698,133,35
"31164",52340759,192066,133,35
"31165",52340763,357773,133,35
"31166",52340763,357773,150,35
"31167",52340775,5884,150,35
"31168",52340781,347801,150,35
"31169",52414885,192066,133,35
"31170",52414887,160260,133,35
"31171",52414889,192066,133,35
"31172",52414891,136698,133,35
"31173",52414893,357773,133,35
"31174",52241648,357773,133,35
"31175",52241650,138022,133,35
"31176",52241652,111507,133,35
"31177",52241654,111507,133,35
"31178",52241656,111507,133,35
"31179",52241658,111507,133,35
"31180",52241660,5884,133,35
"31181",52241662,14802,133,35
"31182",52241664,32515,133,35
"31183",52241666,347801,133,35
"31184",52241668,124782,133,35
"31185",52241670,124782,133,35
"31186",52241672,111507,133,35
"31187",52451373,357773,133,35
"31188",52451375,138022,133,35
"31189",52451377,111507,133,35
"31190",52451379,111507,133,35
"31191",52578829,160260,133,35
"31192",52578833,136698,133,35
"31193",52578835,357773,133,35
"31194",52578837,138022,133,35
"31195",52578839,111507,133,35
"31196",52578841,111507,133,35
"31197",51846268,4655,40,35
"31198",51846282,219920,40,35
"31199",51846284,174841,40,35
"31200",52664485,136698,133,35
"31201",52664487,357773,133,35
"31202",52839132,111507,133,35
"31203",52839134,111507,133,35
"31204",52839136,111507,133,35
"31205",52839138,111520,133,35
"31206",52839140,192066,133,35
"31207",52914060,111507,133,35
"31208",52914062,111507,133,35
"31209",52914066,111520,133,35
"31210",52914068,192066,133,35
"31211",52914076,357773,133,35
"31212",52914078,138022,133,35
"31213",52914080,111507,133,35
"31214",52914082,111507,133,35
"31215",52914084,111507,133,35
"31216",52914086,111507,133,35
"31217",52914088,5884,133,35
"31218",52973940,357773,133,35
"31219",52973942,138022,133,35
"31220",52973958,373248,150,35
"31221",52973968,111520,150,35
"31222",52973982,111507,150,35
"31223",53023040,192066,133,35
"31224",53023044,192066,133,35
"31225",53023046,136698,133,35
"31226",53023048,357773,150,35
"31227",53023058,5884,150,35
"31228",53023098,373248,150,35
"31229",53023129,111520,150,35
"31230",53023143,111507,150,35
"31231",52945489,136698,133,35
"31232",52945491,357773,133,35
"31233",52945493,138022,133,35
"31234",52945495,111507,133,35
"31235",52945497,111507,133,35
"31236",52945499,111507,133,35
"31237",53108799,5884,133,35
"31238",53108801,347801,133,35
"31239",53108811,356714,150,35
"31240",53084226,111507,133,35
"31241",53084229,111507,133,35
"31242",53084233,356714,133,35
"31243",53044217,14802,133,35
"31244",53044219,14802,133,35
"31245",53044221,356714,133,35
"31246",53044223,111507,133,35
"31247",53044225,111507,133,35
"31248",53044227,111507,133,35
"31249",53044229,111507,133,35
"31250",53044231,32515,133,35
"31251",53044233,353032,133,35
"31252",53044235,124976,133,35
"31253",53044237,14802,133,35
"31254",53044239,14802,133,35
"31255",53044241,5884,133,35
"31256",53044243,347801,133,35
"31257",53334234,356714,133,35
"31258",53334236,160260,133,35
"31259",53334238,124782,133,35
"31260",53334240,124782,133,35
"31261",53334242,373248,133,35
"31262",53334244,373248,133,35
"31263",53334246,11987,133,35
"31264",53334248,11987,133,35
"31265",53334250,111520,133,35
"31266",53334252,192066,133,35
"31267",53858030,111520,133,35
"31268",53858032,192066,133,35
"31269",53858040,357773,150,35
"31270",53903573,192066,150,35
"31271",53829765,357773,150,35
"31272",54026989,357773,150,35
"31273",54084564,356714,133,35
"31274",54084566,160260,133,35
"31275",53984626,356714,133,35
"31276",53984631,160260,133,35
"31277",54519256,192066,133,35
"31278",54519261,160260,133,35
"31279",54519268,192066,133,35
"31280",54519276,136698,133,35
"31281",54599057,32515,133,35
"31282",54599067,378983,133,35
"31283",54599071,136698,133,35
"31284",54599071,136698,150,35
"31285",54265682,192066,133,35
"31286",54265686,136698,133,35
"31287",54265692,357773,150,35
"31288",52188386,356714,133,35
"31289",52202390,111507,133,35
"31290",52202392,111507,133,35
"31291",52202394,111507,133,35
"31292",52202484,347801,150,35
"31293",51845504,258661,40,35
"31294",51675747,220748,41,35
"31295",52241128,111507,133,35
"31296",52839104,5884,133,35
"31297",52839106,347801,133,35
"31298",52839108,141227,133,35
"31299",52839110,111507,133,35
"31300",52839112,111507,133,35
"31301",52839114,111507,133,35
"31302",52839116,111507,133,35
"31303",52839118,356714,133,35
"31304",52839102,14802,150,35
"31305",52914130,124782,133,35
"31306",52798486,5884,133,35
"31307",52798491,347801,133,35
"31308",52958277,111520,150,35
"31309",53858066,111520,150,35
"31310",53829705,192066,133,35
"31311",53829707,160260,133,35
"31312",53829717,356714,133,35
"31313",53829731,379767,133,35
"31314",53829703,136698,133,35
"31315",53829773,379767,150,35
"31316",53790652,356714,133,35
"31317",53790654,160260,133,35
"31318",54518530,192066,133,35
"31319",54518538,136698,133,35
"31320",54518544,357773,133,35
"31321",51189590,192066,133,35
"31322",51309756,202855,115,85
"31323",51309758,87760,115,85
"31324",51309736,202855,115,85
"31325",51309738,202855,115,85
"31326",51966132,202855,115,85
"31327",51966136,357930,115,85
"31328",51972917,138022,133,35
"31329",52161627,202855,115,85
"31330",51845047,128810,40,35
"31331",52249382,146729,88,35
"31332",51845051,4663,121,35
"31333",52942141,202855,115,85
"31334",52942143,202855,115,85
"31335",53108847,5884,133,35
"31336",53108849,14802,133,35
"31337",53108851,32515,133,35
"31338",52988288,346340,116,35
"31339",52988292,202855,116,85
"31340",52674936,372593,121,35
"31341",53659569,377288,127,35
"31342",53392679,182687,127,35
"31343",53659566,166061,127,35
"31344",53392685,369108,127,35
"31345",53775502,346340,115,35
"31346",53775504,346340,115,35
"31347",53544674,258661,40,35
"31348",53544676,258661,40,35
"31349",53544680,4655,40,35
"31350",53544682,4655,40,35
"31351",53937089,227729,88,35
"31352",53937093,215753,88,35
"31353",53903913,160260,150,35
"31354",53984689,32515,133,35
"31355",53984691,373248,133,35
"31356",53984693,373248,133,35
"31357",51309762,202855,115,85
"31358",51193289,8245,97,35
"31359",51193290,8245,97,35
"31360",51193291,8087,97,35
"31361",51469364,105602,160,35
"31362",51966102,202855,115,85
"31363",51966106,202855,115,85
"31364",51972935,11987,133,35
"31365",52004323,192066,133,35
"31366",52004325,160260,133,35
"31367",52004327,14802,133,35
"31368",52004323,192066,150,35
"31369",52045888,202855,115,85
"31370",52045890,202855,115,85
"31371",51569561,4621,41,35
"31372",52185637,202855,115,85
"31373",52185639,202855,115,85
"31374",52185633,357930,116,85
"31375",51902986,7758,70,35
"31376",52123064,188892,116,49
"31377",52123070,202855,116,85
"31378",51844565,4663,121,35
"31379",52401808,159966,115,35
"31380",52401810,159966,115,35
"31381",52722230,160260,150,35
"31382",51488498,60062,98,35
"31383",51488500,60062,98,35
"31384",52712307,202855,115,85
"31385",52673438,74100,40,35
"31386",52944954,111507,133,35
"31387",52944956,111507,133,35
"31388",53050621,146729,88,35
"31389",52942433,346340,115,35
"31390",52942435,346340,115,35
"31391",52627135,347266,127,35
"31392",52627141,182687,127,35
"31393",53035586,166061,127,35
"31394",52627153,369108,127,35
"31395",52627129,161310,128,35
"31396",53043729,5884,133,35
"31397",53043731,160260,133,35
"31398",53043733,192066,133,35
"31399",53043803,124782,150,35
"31400",52674223,4663,40,35
"31401",52674225,258661,40,35
"31402",52674561,58424,40,35
"31403",52674443,4663,40,35
"31404",52674445,361827,121,35
"31405",52674451,4655,121,35
"31406",52674886,74100,40,35
"31407",52674888,4642,40,35
"31408",53481307,379133,39,35
"31409",53481596,379133,39,35
"31410",53481598,379133,39,35
"31411",53482088,379133,39,35
"31412",49952158,201648,70,35
"31413",49952159,201648,70,35
"31414",51323761,202855,115,85
"31415",52161619,202855,115,85
"31416",52161621,87760,116,85
"31417",52301090,7766,131,35
"31418",52542979,111507,133,35
"31419",52542981,5884,133,35
"31420",51904063,7300,70,88
"31421",51904064,6556,70,35
"31422",52674551,58424,40,35
"31423",52674553,4655,40,35
"31424",52280971,347821,98,35
"31425",52368328,90410,98,35
"31426",52368330,90410,98,35
"31427",52368336,90410,98,35
"31428",52674936,372593,40,35
"31429",53903753,356714,150,35
"31430",54266153,357773,133,35
"31431",53545844,4655,40,35
"31432",53545846,4655,40,35
"31433",53545848,4655,40,35
"31434",49952404,152643,125,35
"31435",50948016,201648,70,35
"31436",51324836,359536,160,85
"31437",51289222,361827,40,35
"31438",51468731,202855,116,85
"31439",51468735,357930,116,85
"31440",51533098,260605,70,88
"31441",51533103,260605,70,88
"31442",51474576,192066,133,35
"31443",51474578,160260,133,35
"31444",51605901,359537,160,85
"31445",51605907,370838,160,35
"31446",51289058,361827,40,35
"31447",51289062,4655,40,35
"31448",50949826,6556,70,35
"31449",51882195,360391,70,35
"31450",51882196,260605,70,88
"31451",51848654,14802,133,35
"31452",51848656,5884,133,35
"31453",51817718,355134,141,85
"31454",51902466,13589,125,35
"31455",50950091,260605,70,88
"31456",51903473,6556,70,35
"31457",51903474,260605,70,88
"31458",51903475,260605,70,88
"31459",51903476,260605,70,88
"31460",51903477,260605,70,88
"31461",51903478,362550,70,35
"31462",51903479,201648,70,35
"31463",51903480,201648,70,35
"31464",52227323,360391,70,35
"31465",51903481,7758,70,35
"31466",52446059,7758,70,35
"31467",52188053,374967,70,49
"31468",52718771,7758,70,35
"31469",52188065,374967,70,49
"31470",52673394,361827,40,35
"31471",52673396,4655,40,35
"31472",52673398,4655,40,35
"31473",52900627,355134,141,85
"31474",52939763,4704,160,35
"31475",52604976,260605,70,88
"31476",52604977,260605,70,88
"31477",52604978,260605,70,88
"31478",52955399,181210,88,85
"31479",53050873,181210,88,85
"31480",53170619,38921,70,35
"31481",53170620,13589,70,35
"31482",53170621,13589,70,35
"31483",52606391,134676,70,35
"31484",53311448,227721,70,35
"31485",52606394,152643,70,35
"31486",53311449,85576,70,35
"31487",53311450,85576,70,35
"31488",53311451,356157,70,35
"31489",53311452,356157,70,35
"31490",52606397,6556,70,35
"31491",53313959,188892,160,49
"31492",53543578,180178,40,35
"31493",53658826,159966,159,35
"31494",53658827,159966,159,35
"31495",53544670,379270,40,35
"31496",53544672,4663,40,35
"31497",49952316,260605,125,88
"31498",50487448,231134,40,35
"31499",50948244,362550,70,35
"31500",50948173,260605,70,88
"31501",51902618,6556,70,35
"31502",51902619,260605,70,88
"31503",51902545,6556,70,35
"31504",51902546,260605,70,88
"31505",51902677,6556,70,35
"31506",51902678,13589,70,35
"31507",51902679,13589,70,35
"31508",52095122,260605,125,88
"31509",52124226,202911,160,49
"31510",51904306,260605,70,88
"31511",51904307,260605,70,88
"31512",53259866,349875,160,85
"31513",52606140,201648,70,35
"31514",53121256,202855,116,85
"31515",53153948,4663,40,35
"31516",53153950,4663,40,35
"31517",54266119,160260,133,35
"31518",51526601,258837,11,35
"31519",52940594,46408,141,35
"31520",52940596,116495,141,35
"31521",52980404,125747,97,35
"31522",51190027,4704,141,35
"31523",51190028,4704,141,35
"31524",51110168,357007,160,35
"31525",51110170,4720,160,35
"31526",51110158,105602,160,35
"31527",51746314,359536,160,85
"31528",51517623,198937,94,35
"31529",51517624,8435,94,35
"31530",52371127,359536,160,85
"31531",54553448,349875,160,85
"31532",54553449,349875,160,85
"31533",52997792,219083,11,35
"31534",50881190,257681,97,35
"31535",51501444,4704,141,35
"31536",51923596,4642,166,35
"31537",51999912,8247,97,35
"31538",51999913,372790,97,35
"31539",52598349,105602,160,35
"31540",52598350,105602,160,35
"31541",52598351,5884,160,35
"31542",52980537,7758,97,35
"31543",52980670,372790,97,35
"31544",52980294,372790,97,35
"31545",53074351,7758,97,35
"31546",53074352,7758,97,35
"31547",53074353,7758,97,35
"31548",51518460,11987,97,35
"31549",51518409,170770,97,49
"31550",51518616,124782,97,35
"31551",51518162,11987,97,35
"31552",52523422,166061,94,35
"31553",52531049,7758,97,35
"31554",51661435,356951,141,35
"31555",52443672,372058,141,35
"31556",52900563,356951,141,35
"31557",52523295,166061,94,35
"31558",52523296,255711,94,35
"31559",52820659,373558,141,35
"31560",52820660,373558,141,35
"31561",52820638,373558,141,35
"31562",52820639,373558,141,35
"31563",53047423,5899,160,35
"31564",53047424,377449,160,35
"31565",53682175,94039,11,35
"31566",53682176,94039,11,35
"31567",50351319,187110,39,35
"31568",50487522,4663,40,35
"31569",50647012,361827,40,35
"31570",50487536,4663,40,35
"31571",50647014,361827,40,35
"31572",49952306,356157,70,35
"31573",49952322,152643,70,35
"31574",50172330,60062,98,35
"31575",50487532,4655,121,35
"31576",50110613,61910,127,35
"31577",51266105,347801,150,35
"31578",51123409,347801,150,35
"31579",51031427,361827,40,35
"31580",51031443,361827,40,35
"31581",51164639,356470,41,35
"31582",51259937,187110,41,35
"31583",51259939,220748,41,35
"31584",51324066,227729,88,35
"31585",51031425,4663,121,35
